Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ING1,Inhibitor of growth protein 1,51415,0.00599067315849688,0.00391256517759809,-0.00167795458959537,0.0136593009065891,0.12574941120965
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SHPK,Sedoheptulokinase,48486,0.00492103079534497,0.00321431760042836,-0.00137903170149462,0.0112210932921846,0.12579217732107
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,48347,0.00595277244242973,0.00389514559640928,-0.00168171292653246,0.0135872578113919,0.126465464559575
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SERPINI1,Neuroserpin,48353,0.00356219307726436,0.00233156022868757,-0.00100766497096328,0.00813205112549199,0.126574447507683
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AFAP1,Actin filament-associated protein 1,48385,-0.0103544077039722,0.00678244541842755,-0.0236480007240902,0.00293918531614581,0.126864513761706
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TYRO3,Tyrosine-protein kinase receptor TYRO3,51955,0.00350646950540981,0.00229769599370258,-0.000997014642247237,0.00800995365306686,0.127003309755954
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ANGPT1,Angiopoietin-1,51871,0.010397831230045,0.00681591294053576,-0.00296135813340512,0.0237570205934951,0.12714231764197
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SERPINB1,Leukocyte elastase inhibitor,51889,0.0111592345826818,0.00731826699681773,-0.00318456873108095,0.0255030378964445,0.127310941323539
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BLNK,B-cell linker protein,48252,0.0050611165447708,0.00333154501938198,-0.00146871169321788,0.0115909447827595,0.128740835959806
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PGLYRP4,Peptidoglycan recognition protein 4,48148,0.00732344034266351,0.00482367161188972,-0.00213095601664035,0.0167778367019674,0.128972735179682
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RABGAP1L,Rab GTPase-activating protein 1-like,51550,0.00741839108223214,0.00489640628120262,-0.002178565228925,0.0170153473933893,0.129768821269188
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SULT1A1,Sulfotransferase 1A1,52166,0.0157935250370732,0.0104295516738312,-0.00464839624363599,0.0362354463177824,0.129961844389273
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL7,Interleukin-7,51933,0.00798021732032148,0.00527542885607242,-0.00235962323758046,0.0183200578782234,0.130365757908797
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SAG,S-arrestin,48195,-0.00637208875089262,0.00421312898930965,-0.0146298215699395,0.00188564406815429,0.130439061447406
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DECR1,"2,4-dienoyl-CoA reductase, mitochondrial",51933,0.0117667398162104,0.00778078782193702,-0.00348360431478619,0.0270170839472069,0.130475862896532
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CRISP3,Cysteine-rich secretory protein 3,48675,0.00331923305813801,0.00219645109832644,-0.000985811094581809,0.00762427721085782,0.130758326407062
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PACS2,Phosphofurin acidic cluster sorting protein 2,48148,0.00762814719875155,0.00504885856784168,-0.00226761559421814,0.0175239099917213,0.130838837134882
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SRP14,Signal recognition particle 14 kDa protein,51847,0.007572713555937,0.00501311864198837,-0.0022529989823602,0.0173984260942342,0.130909247323236
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FDX1,"Adrenodoxin, mitochondrial",48148,0.00769621477830897,0.00509772580769703,-0.00229532780477721,0.0176877573613951,0.131127234007015
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MME,Neprilysin,51847,-0.00954110199188295,0.00632578719575063,-0.0219396448955542,0.00285744091178829,0.131494702637223
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GFER,FAD-linked sulfhydryl oxidase ALR,51406,0.00782792138877612,0.00519120305343597,-0.00234683659595838,0.0180026793735106,0.131588732724054
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FABP5,Fatty acid-binding protein 5,52086,0.00817728796971847,0.00542324028143912,-0.0024522629819022,0.0188068389213392,0.131613211949494
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BAG3,BAG family molecular chaperone regulator 3,51721,-0.00494524214030371,0.00328746434489595,-0.0113886722562998,0.00149818797569235,0.132524881327466
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SPP1,Osteopontin,52216,-0.00535681527017604,0.00356486605539181,-0.012343952738744,0.0016303221983919,0.132937678683669
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2,52163,0.00323879818976762,0.00215626727954274,-0.000987485678136151,0.0074650820576714,0.133100360588479
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ATP5F1D,"ATP synthase subunit delta, mitochondrial",48148,-0.00612871629323248,0.00408639863721339,-0.0141380576221707,0.00188062503570577,0.133686449292148
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CCN2,CCN family member 2,51932,0.00693150478789927,0.0046225089311896,-0.00212861271723235,0.0159916222930309,0.133754546404086
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PHLDB1,Pleckstrin homology-like domain family B member 1,48778,0.00640568140134464,0.00427251013990666,-0.00196843847287241,0.0147798012755617,0.13381711449134
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GGACT,Gamma-glutamylaminecyclotransferase,48840,0.00857502338763732,0.00571982961494366,-0.00263584265765225,0.0197858894329269,0.133843933933268
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LILRB2,Leukocyte immunoglobulin-like receptor subfamily B member 2,52138,-0.0042333839352586,0.00282449745391835,-0.00976939894493856,0.00130263107442136,0.133936440854502
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,WASHC3,WASH complex subunit 3,48794,0.00925436079571308,0.00617467779480048,-0.00284800768209586,0.021356729273522,0.133951506809216
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CDH15,Cadherin-15,52134,-0.00839643588418635,0.00560576275415072,-0.0193837308823218,0.00259085911394907,0.134192863943754
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,COMMD1,COMM domain-containing protein 1,48283,0.00739308084731444,0.00493716450696892,-0.00228376158634463,0.0170699232809735,0.134296252011399
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,48252,0.00540270542721024,0.00361038721756145,-0.00167365351921021,0.0124790643736307,0.134556708663904
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PGF,Placenta growth factor,52231,-0.00308721669899345,0.0020655816688643,-0.00713575676996747,0.000961323371980583,0.135032429055497
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HS6ST1,Heparan-sulfate 6-O-sulfotransferase 1,52163,0.00409419485196034,0.00274215943472603,-0.00128043764010267,0.00946882734402335,0.135436179882362
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,APRT,Adenine phosphoribosyltransferase,51718,0.00568370969163819,0.0038138440466057,-0.00179142463970898,0.0131588440229854,0.136163294249496
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,VSTM2L,V-set and transmembrane domain-containing protein 2-like protein,51531,-0.00701569720113806,0.00470812833661917,-0.0162436287409116,0.00221223433863551,0.136205267419918
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,51847,0.00338688335476772,0.00227310964138634,-0.00106841154234949,0.00784217825188494,0.136243587662289
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CARHSP1,Calcium-regulated heat-stable protein 1,51447,0.00614512024043536,0.00412560942697588,-0.00194107423643737,0.0142313147173081,0.136367962466682
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MUCL3,Mucin-like protein 3,48131,-0.00513540712955065,0.00344773474014267,-0.0118929672202303,0.00162215296112899,0.136371424667276
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CDHR2,Cadherin-related family member 2,51847,-0.00797794605106238,0.00535855760256938,-0.0184807189520984,0.0025248268499736,0.136547438745484
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,C2,Complement C2,52039,-0.00272323536241535,0.00182966685893122,-0.00630938240592053,0.000862911681089835,0.136664765851615
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RNF41,E3 ubiquitin-protein ligase NRDP1,51406,0.00806932987063134,0.00542394161012956,-0.00256159568522259,0.0187002554264853,0.136837435543707
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TNC,Tenascin,52074,0.00580816095171038,0.00390851520892665,-0.00185252885778586,0.0134688507612066,0.13728528591986
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TRAF2,TNF receptor-associated factor 2,51933,0.00834357918544803,0.00562421681223735,-0.00267988576653717,0.0193670441374332,0.13795259584361
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ANXA4,Annexin A4,51855,0.00875219479917401,0.00590222802708964,-0.00281617213392168,0.0203205617322697,0.138124399016699
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SNAP29,Synaptosomal-associated protein 29,52020,0.0110118041253405,0.0074379389626924,-0.00356655624153663,0.0255901644922176,0.138755625470404
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EVI5,Ecotropic viral integration site 5 protein homolog,48252,0.0108167300343038,0.00730990402341982,-0.00351068185159899,0.0251441419202067,0.138959674664456
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DMD,Dystrophin,48283,0.00604723329872816,0.00409250266750166,-0.0019740719295751,0.0140685385270314,0.139520969703909
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NEXN,Nexilin,48865,0.00830676967378976,0.00562437978635916,-0.00271701470747419,0.0193305540550537,0.139712113221688
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PRDX6,Peroxiredoxin-6,52163,0.00728577367054187,0.00493420391521726,-0.00238526600328396,0.0169568133443677,0.139800160042519
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BCAM,Basal cell adhesion molecule,51969,0.00293975478033825,0.00199122365306172,-0.000963043579662727,0.00684255314033922,0.139861850191997
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SIAE,Sialate O-acetylesterase,51979,0.00560230626206219,0.00379783087699664,-0.00184144225685122,0.0130460547809756,0.14019021329152
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MSMB,Beta-microseminoprotein,51942,-0.00834722284437669,0.00566375498351514,-0.0194481826120664,0.00275373692331299,0.140549848977316
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BCHE,Cholinesterase,48487,-0.0032052213285919,0.00217498261950557,-0.00746818726282281,0.00105774460563901,0.140584472182264
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AAMDC,Mth938 domain-containing protein,48283,0.00627764598460479,0.00426311532765993,-0.00207806005760867,0.0146333520268182,0.140888689055025
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MMP15,Matrix metalloproteinase-15,48840,0.00589816083893634,0.00400748505392982,-0.00195650986676611,0.0137528315446388,0.141094193336839
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FIS1,Mitochondrial fission 1 protein,51923,0.0091785524502288,0.00623672492514324,-0.00304542840305196,0.0214025333035096,0.141116943062065
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PREB,Prolactin regulatory element-binding protein,51550,0.00344049528838967,0.00234057137182781,-0.00114702460039283,0.00802801517717218,0.141592198522562
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PDAP1,28 kDa heat- and acid-stable phosphoprotein,48840,0.011606099604831,0.00790326752267086,-0.00388430473960393,0.0270965039492658,0.141978802410445
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,48778,0.00359989862824334,0.00245296834549837,-0.00120791932893346,0.00840771658542014,0.142237105465353
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ELAC1,Zinc phosphodiesterase ELAC protein 1,48801,0.0100448772164102,0.00684490682079109,-0.00337114015234034,0.0234608945851607,0.142256592572869
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BOC,Brother of CDO,51531,0.00278155037169732,0.0018956211957836,-0.000933867172038537,0.00649696791543318,0.142293061422455
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PKD2,Polycystin-2,48148,0.00703984953437006,0.00479871428236134,-0.00236563045905816,0.0164453295277983,0.142384451188729
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CHAD,Chondroadherin,48385,-0.00554944644977907,0.00378405418417824,-0.0129661926507684,0.00186729975121028,0.142518591334145
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TIMP3,Metalloproteinase inhibitor 3,52044,0.0153208730211963,0.0104496221371738,-0.00516038636766432,0.035802132410057,0.142616680876272
